"","n_injured","n_killed"
"145389",0,0
"145390",1,0
"145391",1,0
"145392",0,0
"145393",0,0
"145394",0,1
"145395",0,4
"145396",1,0
"145397",0,0
"145398",1,0
"145399",0,1
"145400",0,1
"145401",0,0
"145402",0,0
"145403",0,0
"145404",2,0
"145405",0,1
"145406",0,1
"145407",0,0
"145408",1,0
"145409",1,1
"145410",0,0
"145411",2,1
"145412",1,0
"145413",0,1
"145414",0,0
"145415",1,0
"145416",0,0
"145417",0,1
"145418",0,0
"145419",2,0
"145420",1,0
"145421",0,0
"145422",0,0
"145423",0,1
"145424",0,1
"145425",0,0
"145426",0,1
"145427",0,0
"145428",2,0
"145429",0,1
"145430",0,0
"145431",0,1
"145432",0,1
"145433",0,1
"145434",1,0
"145435",1,0
"145436",1,0
"145437",0,0
"145438",0,0
"145439",1,0
"145440",0,0
"145441",1,0
"145442",0,1
"145443",0,0
"145444",1,0
"145445",0,0
"145446",3,0
"145447",0,0
"145448",0,0
"145449",1,0
"145450",0,1
"145451",1,0
"145452",1,0
"145453",1,1
"145454",0,0
"145455",1,0
"145456",1,0
"145457",0,0
"145458",0,0
"145459",0,1
"145460",1,0
"145461",4,1
"145462",0,1
"145463",0,0
"145464",1,0
"145465",1,0
"145466",0,1
"145467",0,0
"145468",0,1
"145469",0,0
"145470",1,0
"145471",0,0
"145472",0,0
"145473",0,0
"145474",3,0
"145475",1,0
"145476",0,0
"145477",0,0
"145478",1,0
"145479",1,0
"145480",0,0
"145481",1,0
"145482",1,0
"145483",1,0
"145484",1,0
"145485",2,0
"145486",1,0
"145487",2,0
"145488",2,0
"145489",0,1
"145490",0,0
"145491",1,1
"145492",0,1
"145493",0,0
"145494",0,0
"145495",1,0
"145496",0,0
"145497",1,0
"145498",3,0
"145499",1,0
"145500",0,0
"145501",0,0
"145502",1,0
"145503",1,0
"145504",1,0
"145505",1,0
"145506",0,1
"145507",1,0
"145508",1,0
"145509",1,0
"145510",0,1
"145511",1,1
"145512",1,0
"145513",1,1
"145514",1,0
"145515",1,0
"145516",0,0
"145517",0,0
"145518",0,0
"145519",1,0
"145520",0,0
"145521",0,0
"145522",0,1
"145523",1,0
"145524",0,0
"145525",1,0
"145526",0,0
"145527",0,0
"145528",0,1
"145529",0,0
"145530",0,0
"145531",0,0
"145532",1,0
"145533",1,0
"145534",0,0
"145535",2,0
"145536",0,1
"145537",0,0
"145538",0,1
"145539",1,0
"145540",1,0
"145541",1,0
"145542",0,0
"145543",1,0
"145544",0,1
"145545",0,1
"145546",2,0
"145547",1,0
"145548",1,0
"145549",0,0
"145550",0,0
"145551",0,0
"145552",1,0
"145553",1,0
"145554",0,0
"145555",0,0
"145556",0,0
"145557",0,2
"145558",0,0
"145559",0,0
"145560",0,1
"145561",1,0
"145562",2,0
"145563",0,0
"145564",0,1
"145565",0,0
"145566",1,0
"145567",1,0
"145568",1,0
"145569",1,0
"145570",1,0
"145571",0,1
"145572",1,0
"145573",1,1
"145574",0,1
"145575",0,0
"145576",1,0
"145577",1,0
"145578",0,0
"145579",1,0
"145580",0,2
"145581",0,0
"145582",1,0
"145583",0,1
"145584",0,0
"145585",0,0
"145586",0,1
"145587",1,0
"145588",1,0
"145589",0,1
"145590",0,0
"145591",0,0
"145592",0,1
"145593",0,0
"145594",0,0
"145595",0,1
"145596",1,0
"145597",0,0
"145598",1,0
"145599",0,1
"145600",0,0
"145601",0,0
"145602",0,0
"145603",0,1
"145604",1,0
"145605",1,0
"145606",0,0
"145607",0,1
"145608",2,0
"145609",0,0
"145610",1,0
"145611",2,0
"145612",0,0
"145613",0,0
"145614",1,0
"145615",1,0
"145616",0,0
"145617",0,0
"145618",1,0
"145619",0,1
"145620",0,0
"145621",0,0
"145622",2,0
"145623",1,0
"145624",1,0
"145625",0,1
"145626",1,0
"145627",0,0
"145628",1,2
"145629",1,0
"145630",1,0
"145631",1,0
"145632",1,0
"145633",1,0
"145634",0,0
"145635",3,0
"145636",0,1
"145637",1,0
"145638",1,0
"145639",0,0
"145640",0,0
"145641",1,0
"145642",1,0
"145643",0,1
"145644",2,1
"145645",0,0
"145646",0,1
"145647",1,0
"145648",2,0
"145649",1,0
"145650",1,0
"145651",1,0
"145652",0,0
"145653",0,0
"145654",1,0
"145655",1,0
"145656",1,0
"145657",0,0
"145658",3,0
"145659",0,0
"145660",0,0
"145661",1,0
"145662",1,0
"145663",1,0
"145664",0,0
"145665",0,1
"145666",0,1
"145667",1,0
"145668",1,0
"145669",1,0
"145670",1,0
"145671",0,0
"145672",0,0
"145673",1,0
"145674",0,0
"145675",0,1
"145676",0,0
"145677",1,0
"145678",1,0
"145679",1,0
"145680",0,0
"145681",0,1
"145682",0,0
"145683",1,0
"145684",0,0
"145685",0,2
"145686",1,0
"145687",1,0
"145688",1,0
"145689",1,0
"145690",1,0
"145691",2,0
"145692",3,1
"145693",0,0
"145694",1,0
"145695",1,0
"145696",2,0
"145697",0,1
"145698",1,0
"145699",1,0
"145700",1,0
"145701",0,0
"145702",0,1
"145703",0,0
"145704",0,1
"145705",0,1
"145706",2,0
"145707",0,1
"145708",0,0
"145709",0,0
"145710",0,0
"145711",0,0
"145712",0,1
"145713",0,3
"145714",0,1
"145715",0,0
"145716",0,1
"145717",1,0
"145718",1,0
"145719",1,0
"145720",0,1
"145721",0,1
"145722",0,0
"145723",0,0
"145724",1,0
"145725",1,0
"145726",1,0
"145727",0,0
"145728",0,0
"145729",1,0
"145730",0,1
"145731",1,0
"145732",1,0
"145733",1,0
"145734",0,2
"145735",1,0
"145736",0,0
"145737",0,1
"145738",0,0
"145739",1,0
"145740",0,0
"145741",1,0
"145742",0,0
"145743",0,0
"145744",1,0
"145745",1,0
"145746",1,0
"145747",1,0
"145748",0,1
"145749",1,1
"145750",1,0
"145751",1,0
"145752",1,0
"145753",1,0
"145754",1,0
"145755",1,0
"145756",0,1
"145757",0,1
"145758",1,0
"145759",1,0
"145760",0,0
"145761",1,0
"145762",1,0
"145763",1,0
"145764",1,0
"145765",1,0
"145766",1,0
"145767",2,0
"145768",1,1
"145769",0,1
"145770",1,0
"145771",0,0
"145772",1,1
"145773",1,0
"145774",0,1
"145775",0,0
"145776",0,1
"145777",0,0
"145778",1,0
"145779",0,1
"145780",1,0
"145781",1,1
"145782",0,0
"145783",0,0
"145784",1,0
"145785",0,1
"145786",1,1
"145787",1,1
"145788",1,0
"145789",0,0
"145790",0,1
"145791",0,0
"145792",0,0
"145793",1,0
"145794",0,0
"145795",1,0
"145796",0,0
"145797",0,1
"145798",1,0
"145799",1,1
"145800",1,0
"145801",2,1
"145802",1,0
"145803",1,0
"145804",0,2
"145805",0,1
"145806",0,0
"145807",0,0
"145808",0,1
"145809",0,1
"145810",3,0
"145811",1,0
"145812",1,1
"145813",0,0
"145814",0,0
"145815",1,0
"145816",1,0
"145817",0,0
"145818",0,0
"145819",1,0
"145820",1,0
"145821",0,0
"145822",0,0
"145823",0,0
"145824",1,0
"145825",0,0
"145826",0,0
"145827",0,0
"145828",0,0
"145829",0,0
"145830",1,0
"145831",0,0
"145832",1,0
"145833",0,1
"145834",1,0
"145835",0,1
"145836",0,1
"145837",1,0
"145838",1,1
"145839",1,0
"145840",2,0
"145841",1,0
"145842",0,0
"145843",2,0
"145844",0,1
"145845",1,0
"145846",0,0
"145847",0,0
"145848",1,0
"145849",1,0
"145850",0,2
"145851",3,1
"145852",0,0
"145853",1,1
"145854",0,0
"145855",0,0
"145856",1,0
"145857",2,0
"145858",0,0
"145859",1,0
"145860",0,1
"145861",0,0
"145862",0,0
"145863",1,0
"145864",0,0
"145865",1,0
"145866",0,0
"145867",5,0
"145868",0,0
"145869",0,1
"145870",0,1
"145871",1,0
"145872",0,0
"145873",0,0
"145874",5,0
"145875",1,0
"145876",0,1
"145877",0,1
"145878",6,0
"145879",0,0
"145880",1,0
"145881",0,0
"145882",5,1
"145883",0,1
"145884",1,0
"145885",2,0
"145886",0,0
"145887",0,0
"145888",0,0
"145889",0,0
"145890",2,0
"145891",0,0
"145892",0,1
"145893",0,0
"145894",0,1
"145895",0,0
"145896",1,0
"145897",1,2
"145898",1,0
"145899",0,0
"145900",0,1
"145901",0,0
"145902",0,0
"145903",0,0
"145904",0,1
"145905",0,1
"145906",1,0
"145907",2,0
"145908",1,1
"145909",0,1
"145910",0,0
"145911",1,0
"145912",0,0
"145913",1,0
"145914",0,0
"145915",1,0
"145916",1,0
"145917",0,0
"145918",1,0
"145919",0,0
"145920",0,1
"145921",1,0
"145922",1,0
"145923",0,1
"145924",0,0
"145925",0,0
"145926",0,0
"145927",0,0
"145928",2,1
"145929",0,0
"145930",1,0
"145931",1,3
"145932",0,0
"145933",0,0
"145934",0,0
"145935",0,2
"145936",0,1
"145937",1,0
"145938",0,1
"145939",0,0
"145940",1,0
"145941",1,0
"145942",0,0
"145943",1,0
"145944",0,0
"145945",1,0
"145946",1,0
"145947",1,0
"145948",1,0
"145949",1,0
"145950",3,1
"145951",0,1
"145952",1,0
"145953",1,0
"145954",1,0
"145955",0,0
"145956",0,1
"145957",2,0
"145958",1,0
"145959",0,0
"145960",0,0
"145961",1,0
"145962",0,0
"145963",0,0
"145964",1,0
"145965",1,0
"145966",0,0
"145967",0,1
"145968",0,0
"145969",2,0
"145970",2,0
"145971",0,2
"145972",0,0
"145973",1,0
"145974",1,0
"145975",0,0
"145976",1,0
"145977",1,0
"145978",0,0
"145979",0,0
"145980",1,0
"145981",0,0
"145982",0,0
"145983",0,0
"145984",1,0
"145985",0,1
"145986",0,1
"145987",0,0
"145988",0,0
"145989",0,0
"145990",0,0
"145991",0,0
"145992",0,0
"145993",1,0
"145994",1,0
"145995",0,0
"145996",1,0
"145997",1,0
"145998",0,0
"145999",0,1
"146000",0,1
"146001",0,0
"146002",1,0
"146003",1,0
"146004",1,0
"146005",0,0
"146006",1,0
"146007",0,1
"146008",0,0
"146009",0,1
"146010",0,0
"146011",2,0
"146012",1,0
"146013",2,0
"146014",0,0
"146015",1,0
"146016",0,0
"146017",0,0
"146018",0,1
"146019",0,1
"146020",0,0
"146021",0,1
"146022",0,0
"146023",0,1
"146024",1,0
"146025",1,1
"146026",1,0
"146027",1,0
"146028",0,1
"146029",0,1
"146030",1,0
"146031",0,0
"146032",1,0
"146033",0,1
"146034",1,0
"146035",3,0
"146036",0,0
"146037",0,0
"146038",2,1
"146039",1,0
"146040",2,0
"146041",0,0
"146042",0,2
"146043",1,1
"146044",0,1
"146045",0,2
"146046",0,1
"146047",1,0
"146048",1,0
"146049",0,1
"146050",0,1
"146051",1,0
"146052",0,1
"146053",1,0
"146054",1,0
"146055",0,0
"146056",1,0
"146057",0,1
"146058",0,0
"146059",0,1
"146060",0,0
"146061",0,0
"146062",1,0
"146063",1,0
"146064",0,0
"146065",1,0
"146066",0,1
"146067",0,0
"146068",0,0
"146069",0,1
"146070",0,1
"146071",0,1
"146072",1,0
"146073",0,1
"146074",1,0
"146075",1,0
"146076",0,0
"146077",1,0
"146078",1,1
"146079",0,1
"146080",1,0
"146081",0,3
"146082",0,1
"146083",0,0
"146084",0,0
"146085",0,0
"146086",0,0
"146087",0,0
"146088",0,0
"146089",0,0
"146090",1,0
"146091",2,0
"146092",0,0
"146093",0,0
"146094",0,0
"146095",0,1
"146096",0,1
"146097",1,0
"146098",1,0
"146099",0,0
"146100",0,0
"146101",0,0
"146102",0,1
"146103",0,1
"146104",0,0
"146105",0,0
"146106",0,0
"146107",0,1
"146108",1,0
"146109",1,0
"146110",1,0
"146111",0,1
"146112",0,0
"146113",1,1
"146114",0,0
"146115",0,0
"146116",1,0
"146117",0,0
"146118",0,1
"146119",0,0
"146120",1,0
"146121",2,0
"146122",1,0
"146123",0,2
"146124",1,0
"146125",0,1
"146126",3,0
"146127",0,1
"146128",0,1
"146129",1,0
"146130",0,0
"146131",1,0
"146132",0,0
"146133",0,2
"146134",0,0
"146135",1,0
"146136",0,0
"146137",0,0
"146138",2,3
"146139",0,1
"146140",1,0
"146141",1,0
"146142",0,0
"146143",0,0
"146144",2,0
"146145",0,0
"146146",0,0
"146147",1,0
"146148",1,0
"146149",0,0
"146150",0,0
"146151",0,1
"146152",0,1
"146153",0,0
"146154",1,0
"146155",0,0
"146156",0,0
"146157",0,1
"146158",1,1
"146159",0,0
"146160",0,0
"146161",0,0
"146162",0,0
"146163",2,0
"146164",0,1
"146165",1,0
"146166",3,0
"146167",2,0
"146168",0,1
"146169",1,0
"146170",0,1
"146171",0,0
"146172",0,0
"146173",1,0
"146174",0,0
"146175",0,0
"146176",0,0
"146177",1,0
"146178",1,0
"146179",0,0
"146180",0,0
"146181",0,0
"146182",0,0
"146183",1,0
"146184",1,0
"146185",1,0
"146186",0,0
"146187",1,0
"146188",0,0
"146189",1,0
"146190",0,0
"146191",0,0
"146192",1,0
"146193",1,0
"146194",1,0
"146195",2,0
"146196",1,0
"146197",0,0
"146198",0,1
"146199",0,0
"146200",1,0
"146201",0,0
"146202",1,0
"146203",1,0
"146204",1,0
"146205",1,0
"146206",1,0
"146207",1,0
"146208",0,0
"146209",1,0
"146210",0,0
"146211",1,0
"146212",0,1
"146213",1,0
"146214",1,0
"146215",0,0
"146216",0,1
"146217",0,0
"146218",1,0
"146219",1,0
"146220",0,0
"146221",0,0
"146222",0,1
"146223",0,0
"146224",1,0
"146225",0,1
"146226",0,0
"146227",0,1
"146228",1,0
"146229",0,0
"146230",0,0
"146231",0,0
"146232",1,0
"146233",0,0
"146234",0,0
"146235",0,1
"146236",0,1
"146237",0,0
"146238",0,1
"146239",0,1
"146240",1,0
"146241",1,1
"146242",2,0
"146243",1,0
"146244",0,1
"146245",1,0
"146246",0,1
"146247",0,0
"146248",1,1
"146249",0,0
"146250",1,0
"146251",0,1
"146252",1,0
"146253",1,0
"146254",0,0
"146255",1,0
"146256",0,0
"146257",0,0
"146258",1,0
"146259",1,0
"146260",0,0
"146261",1,0
"146262",0,1
"146263",0,0
"146264",3,0
"146265",1,0
"146266",0,0
"146267",1,0
"146268",0,1
"146269",1,0
"146270",1,0
"146271",0,0
"146272",1,0
"146273",2,0
"146274",0,0
"146275",0,0
"146276",0,0
"146277",1,0
"146278",0,1
"146279",0,2
"146280",1,1
"146281",0,0
"146282",0,0
"146283",0,0
"146284",0,1
"146285",0,0
"146286",1,0
"146287",0,0
"146288",0,0
"146289",0,1
"146290",0,0
"146291",3,0
"146292",1,0
"146293",0,1
"146294",0,0
"146295",1,0
"146296",0,2
"146297",0,1
"146298",0,0
"146299",0,1
"146300",0,0
"146301",1,0
"146302",1,0
"146303",0,0
"146304",0,0
"146305",1,0
"146306",0,0
"146307",0,0
"146308",0,0
"146309",0,0
"146310",0,0
"146311",0,1
"146312",0,1
"146313",1,0
"146314",0,0
"146315",0,1
"146316",0,1
"146317",0,0
"146318",1,0
"146319",1,0
"146320",0,0
"146321",0,0
"146322",0,1
"146323",0,1
"146324",1,0
"146325",0,0
"146326",0,0
"146327",0,0
"146328",0,1
"146329",0,1
"146330",0,1
"146331",0,1
"146332",0,0
"146333",1,0
"146334",0,0
"146335",0,0
"146336",0,1
"146337",1,0
"146338",1,0
"146339",0,0
"146340",0,0
"146341",1,0
"146342",1,0
"146343",0,0
"146344",0,0
"146345",1,0
"146346",0,0
"146347",1,0
"146348",0,0
"146349",0,1
"146350",0,1
"146351",1,0
"146352",1,0
"146353",0,0
"146354",0,0
"146355",1,0
"146356",1,0
"146357",1,0
"146358",0,1
"146359",0,1
"146360",3,1
"146361",0,0
"146362",0,0
"146363",0,0
"146364",0,0
"146365",0,0
"146366",1,0
"146367",0,0
"146368",1,0
"146369",0,0
"146370",0,0
"146371",1,0
"146372",0,0
"146373",2,2
"146374",0,0
"146375",0,1
"146376",0,0
"146377",0,0
"146378",0,0
"146379",0,0
"146380",2,0
"146381",0,1
"146382",0,1
"146383",1,0
"146384",0,1
"146385",0,0
"146386",0,0
"146387",1,0
"146388",0,0
"146389",0,0
"146390",0,1
"146391",2,0
"146392",1,0
"146393",0,1
"146394",0,0
"146395",0,0
"146396",0,0
"146397",0,1
"146398",0,1
"146399",0,1
"146400",0,0
"146401",0,1
"146402",0,1
"146403",1,1
"146404",0,0
"146405",0,0
"146406",1,0
"146407",0,0
"146408",1,0
"146409",1,0
"146410",1,1
"146411",1,0
"146412",0,0
"146413",2,1
"146414",1,0
"146415",0,0
"146416",0,0
"146417",0,0
"146418",1,0
"146419",0,0
"146420",1,0
"146421",0,0
"146422",1,0
"146423",0,0
"146424",1,0
"146425",0,0
"146426",2,0
"146427",0,0
"146428",0,0
"146429",0,1
"146430",0,1
"146431",1,0
"146432",1,0
"146433",0,1
"146434",1,0
"146435",0,0
"146436",0,1
"146437",1,0
"146438",0,2
"146439",1,0
"146440",0,0
"146441",0,1
"146442",0,0
"146443",0,0
"146444",0,0
"146445",0,1
"146446",0,0
"146447",0,1
"146448",0,0
"146449",0,0
"146450",1,0
"146451",1,0
"146452",0,0
"146453",1,0
"146454",2,0
"146455",1,0
"146456",1,0
"146457",1,0
"146458",0,0
"146459",0,0
"146460",0,0
"146461",0,0
"146462",1,0
"146463",0,0
"146464",0,0
"146465",1,0
"146466",0,0
"146467",0,1
"146468",1,0
"146469",1,0
"146470",0,0
"146471",1,0
"146472",1,0
"146473",0,0
"146474",1,0
"146475",1,0
"146476",1,0
"146477",0,0
"146478",1,0
"146479",1,1
"146480",1,0
"146481",0,0
"146482",1,0
"146483",0,1
"146484",1,0
"146485",0,2
"146486",1,0
"146487",0,0
"146488",0,1
"146489",0,0
"146490",0,0
"146491",0,1
"146492",0,2
"146493",2,0
"146494",0,0
"146495",1,0
"146496",0,0
"146497",0,2
"146498",1,0
"146499",0,0
"146500",0,1
"146501",1,0
"146502",0,1
"146503",0,0
"146504",0,0
"146505",1,0
"146506",0,0
"146507",2,0
"146508",0,0
"146509",0,0
"146510",1,0
"146511",1,0
"146512",1,0
"146513",1,0
"146514",0,0
"146515",1,0
"146516",1,0
"146517",0,0
"146518",0,1
"146519",0,1
"146520",0,0
"146521",1,0
"146522",0,0
"146523",0,0
"146524",0,0
"146525",0,0
"146526",1,0
"146527",1,0
"146528",0,0
"146529",0,0
"146530",0,0
"146531",0,0
"146532",0,0
"146533",0,1
"146534",0,0
"146535",0,1
"146536",0,1
"146537",1,0
"146538",1,0
"146539",0,1
"146540",1,0
"146541",0,1
"146542",0,1
"146543",2,0
"146544",0,1
"146545",1,0
"146546",0,0
"146547",2,1
"146548",1,0
"146549",0,0
"146550",0,1
"146551",0,0
"146552",0,0
"146553",2,0
"146554",1,0
"146555",0,1
"146556",0,0
"146557",0,0
"146558",0,0
"146559",0,0
"146560",1,0
"146561",1,0
"146562",0,0
"146563",0,0
"146564",0,0
"146565",0,0
"146566",0,0
"146567",0,0
"146568",0,0
"146569",0,0
"146570",0,0
"146571",1,0
"146572",1,0
"146573",0,0
"146574",2,0
"146575",0,0
"146576",0,0
"146577",1,0
"146578",1,0
"146579",1,0
"146580",0,1
"146581",0,0
"146582",0,0
"146583",0,0
"146584",0,0
"146585",0,0
"146586",0,1
"146587",1,0
"146588",0,0
"146589",0,0
"146590",0,0
"146591",0,1
"146592",0,1
"146593",0,0
"146594",0,0
"146595",1,0
"146596",1,1
"146597",0,0
"146598",0,1
"146599",2,0
"146600",1,0
"146601",2,0
"146602",0,1
"146603",0,0
"146604",1,0
"146605",0,0
"146606",1,0
"146607",1,0
"146608",0,0
"146609",0,0
"146610",0,1
"146611",0,0
"146612",2,2
"146613",1,0
"146614",2,0
"146615",0,1
"146616",0,0
"146617",0,1
"146618",0,0
"146619",1,0
"146620",1,0
"146621",0,0
"146622",0,0
"146623",0,0
"146624",0,1
"146625",0,0
"146626",1,0
"146627",1,0
"146628",1,0
"146629",0,0
"146630",0,1
"146631",0,0
"146632",1,0
"146633",0,0
"146634",1,0
"146635",0,0
"146636",0,0
"146637",0,0
"146638",0,2
"146639",1,0
"146640",0,0
"146641",0,0
"146642",1,1
"146643",2,0
"146644",1,0
"146645",0,1
"146646",0,0
"146647",1,0
"146648",0,1
"146649",0,0
"146650",1,0
"146651",0,0
"146652",1,0
"146653",0,0
"146654",2,1
"146655",1,0
"146656",1,0
"146657",0,0
"146658",1,0
"146659",0,1
"146660",1,0
"146661",1,0
"146662",0,0
"146663",0,0
"146664",0,0
"146665",0,1
"146666",0,0
"146667",1,0
"146668",0,0
"146669",0,1
"146670",0,1
"146671",1,0
"146672",1,0
"146673",1,1
"146674",0,0
"146675",1,0
"146676",1,0
"146677",1,0
"146678",1,0
"146679",0,0
"146680",0,0
"146681",0,1
"146682",1,0
"146683",0,0
"146684",0,1
"146685",0,1
"146686",1,0
"146687",0,0
"146688",1,0
"146689",0,0
"146690",0,0
"146691",0,0
"146692",0,0
"146693",1,0
"146694",0,0
"146695",2,0
"146696",0,0
"146697",1,0
"146698",1,0
"146699",0,0
"146700",2,0
"146701",2,0
"146702",1,0
"146703",2,0
"146704",0,0
"146705",1,0
"146706",0,0
"146707",0,1
"146708",0,0
"146709",0,1
"146710",0,1
"146711",1,0
"146712",0,1
"146713",2,0
"146714",0,0
"146715",0,0
"146716",0,0
"146717",0,0
"146718",0,1
"146719",2,2
"146720",1,0
"146721",5,2
"146722",0,0
"146723",2,0
"146724",1,0
"146725",1,0
"146726",0,0
"146727",0,0
"146728",0,1
"146729",0,1
"146730",1,0
"146731",1,0
"146732",0,1
"146733",0,0
"146734",0,0
"146735",0,0
"146736",0,0
"146737",0,1
"146738",0,0
"146739",0,1
"146740",0,1
"146741",1,0
"146742",1,0
"146743",1,0
"146744",1,0
"146745",0,0
"146746",0,0
"146747",0,0
"146748",0,0
"146749",0,0
"146750",0,1
"146751",0,0
"146752",1,0
"146753",0,1
"146754",0,0
"146755",1,0
"146756",1,0
"146757",0,1
"146758",0,0
"146759",0,0
"146760",0,0
"146761",0,0
"146762",0,0
"146763",0,1
"146764",1,0
"146765",2,0
"146766",1,1
"146767",0,0
"146768",0,1
"146769",1,0
"146770",1,0
"146771",0,1
"146772",0,1
"146773",0,0
"146774",3,0
"146775",0,0
"146776",0,0
"146777",0,0
"146778",0,0
"146779",0,0
"146780",1,0
"146781",0,1
"146782",1,0
"146783",1,0
"146784",0,1
"146785",1,0
"146786",1,0
"146787",0,0
"146788",0,0
"146789",0,0
"146790",0,1
"146791",1,0
"146792",1,1
"146793",0,0
"146794",1,1
"146795",1,0
"146796",0,0
"146797",0,1
"146798",1,0
"146799",0,0
"146800",2,0
"146801",1,1
"146802",1,0
"146803",0,1
"146804",0,0
"146805",1,0
"146806",0,0
"146807",1,0
"146808",0,0
"146809",1,0
"146810",1,0
"146811",7,2
"146812",0,0
"146813",1,0
"146814",1,0
"146815",1,0
"146816",2,0
"146817",0,1
"146818",0,1
"146819",0,0
"146820",0,1
"146821",0,0
"146822",0,0
"146823",1,0
"146824",1,0
"146825",0,1
"146826",0,1
"146827",1,0
"146828",0,1
"146829",2,0
"146830",1,0
"146831",0,0
"146832",1,0
"146833",1,0
"146834",0,0
"146835",0,1
"146836",1,0
"146837",0,0
"146838",1,0
"146839",0,0
"146840",0,1
"146841",1,1
"146842",1,0
"146843",1,0
"146844",0,0
"146845",0,1
"146846",0,0
"146847",1,1
"146848",3,0
"146849",0,1
"146850",0,0
"146851",0,1
"146852",1,0
"146853",1,0
"146854",1,0
"146855",1,0
"146856",1,0
"146857",0,0
"146858",1,0
"146859",0,1
"146860",0,1
"146861",1,0
"146862",1,0
"146863",1,0
"146864",0,1
"146865",0,0
"146866",0,1
"146867",0,0
"146868",0,0
"146869",0,1
"146870",0,0
"146871",1,0
"146872",0,0
"146873",0,1
"146874",1,0
"146875",0,0
"146876",1,0
"146877",0,0
"146878",1,0
"146879",0,1
"146880",0,1
"146881",0,1
"146882",0,1
"146883",0,1
"146884",3,0
"146885",0,0
"146886",0,1
"146887",0,0
"146888",0,0
"146889",2,0
"146890",0,1
"146891",0,0
"146892",0,0
"146893",0,1
"146894",0,1
"146895",1,0
"146896",0,0
"146897",0,1
"146898",0,0
"146899",0,0
"146900",0,0
"146901",0,0
"146902",1,0
"146903",2,2
"146904",0,0
"146905",0,0
"146906",0,0
"146907",0,1
"146908",0,0
"146909",1,0
"146910",0,0
"146911",6,0
"146912",1,0
"146913",1,0
"146914",1,0
"146915",1,0
"146916",1,0
"146917",2,0
"146918",1,0
"146919",1,0
"146920",1,0
"146921",1,0
"146922",0,0
"146923",1,0
"146924",3,0
"146925",0,0
"146926",0,0
"146927",0,0
"146928",6,1
"146929",0,0
"146930",0,1
"146931",1,0
"146932",0,2
"146933",1,1
"146934",1,0
"146935",0,2
"146936",1,0
"146937",0,1
"146938",0,0
"146939",2,1
"146940",0,0
"146941",0,0
"146942",0,1
"146943",1,0
"146944",0,0
"146945",0,0
"146946",2,0
"146947",1,0
"146948",1,0
"146949",1,0
"146950",2,0
"146951",1,0
"146952",1,0
"146953",0,1
"146954",0,0
"146955",0,0
"146956",0,0
"146957",1,0
"146958",0,0
"146959",0,1
"146960",0,0
"146961",0,0
"146962",2,0
"146963",0,0
"146964",1,0
"146965",1,0
"146966",0,0
"146967",1,0
"146968",0,0
"146969",1,0
"146970",0,1
"146971",1,0
"146972",0,1
"146973",1,0
"146974",0,0
"146975",1,0
"146976",0,1
"146977",1,0
"146978",2,0
"146979",1,1
"146980",1,0
"146981",0,1
"146982",1,0
"146983",1,0
"146984",1,0
"146985",1,0
"146986",0,0
"146987",1,1
"146988",0,1
"146989",1,0
"146990",1,0
"146991",1,1
"146992",0,2
"146993",1,0
"146994",1,1
"146995",1,0
"146996",0,0
"146997",1,0
"146998",2,0
"146999",0,1
"147000",0,1
"147001",0,0
"147002",2,0
"147003",0,0
"147004",1,0
"147005",1,0
"147006",0,0
"147007",0,0
"147008",0,1
"147009",1,0
"147010",1,0
"147011",0,1
"147012",0,0
"147013",1,0
"147014",1,0
"147015",1,1
"147016",0,0
"147017",0,1
"147018",0,0
"147019",1,0
"147020",0,0
"147021",1,0
"147022",0,1
"147023",0,0
"147024",0,0
"147025",1,0
"147026",2,0
"147027",0,1
"147028",0,0
"147029",1,0
"147030",1,0
"147031",3,0
"147032",1,0
"147033",1,0
"147034",0,2
"147035",1,0
"147036",0,1
"147037",0,1
"147038",0,1
"147039",0,2
"147040",0,1
"147041",0,0
"147042",1,0
"147043",0,0
"147044",4,0
"147045",4,0
"147046",0,0
"147047",0,0
"147048",1,1
"147049",1,0
"147050",1,0
"147051",0,1
"147052",4,0
"147053",1,0
"147054",1,1
"147055",1,0
"147056",1,0
"147057",0,1
"147058",0,1
"147059",0,0
"147060",1,0
"147061",1,0
"147062",0,1
"147063",0,0
"147064",0,0
"147065",0,1
"147066",0,0
"147067",0,1
"147068",1,0
"147069",0,1
"147070",1,0
"147071",1,0
"147072",0,1
"147073",0,1
"147074",0,0
"147075",0,0
"147076",1,0
"147077",0,1
"147078",0,0
"147079",0,0
"147080",1,1
"147081",0,0
"147082",1,0
"147083",1,0
"147084",0,0
"147085",1,0
"147086",0,0
"147087",1,0
"147088",0,1
"147089",1,0
"147090",0,0
"147091",0,0
"147092",0,0
"147093",0,0
"147094",1,0
"147095",1,0
"147096",1,0
"147097",0,0
"147098",0,0
"147099",1,0
"147100",0,1
"147101",2,0
"147102",0,0
"147103",1,0
"147104",1,0
"147105",0,0
"147106",0,0
"147107",0,0
"147108",3,1
"147109",0,0
"147110",0,0
"147111",1,0
"147112",0,0
"147113",1,0
"147114",0,0
"147115",1,0
"147116",1,0
"147117",0,0
"147118",1,0
"147119",0,0
"147120",1,0
"147121",1,0
"147122",2,0
"147123",1,0
"147124",1,0
"147125",0,0
"147126",0,0
"147127",1,0
"147128",0,1
"147129",0,0
"147130",0,1
"147131",0,0
"147132",0,0
"147133",0,0
"147134",1,0
"147135",1,0
"147136",0,0
